eto_ofr_display_id,eto_ofr_mcat_id,fk_glusr_usr_id,eto_ofr_approv_date_orig
148560160634,220938,40782825,29/07/26 06:51
148560628885,21434,272448352,29/07/26 06:51
148560143967,221262,41941417,29/07/26 06:51
148560478034,15677,79421451,29/07/26 06:51
148560126352,145620,11942854,29/07/26 06:51
148559818967,189359,86856174,29/07/26 06:51
148560230246,186342,2413491,29/07/26 06:51
148560135346,74720,95258169,29/07/26 06:51
148562652334,50179,271011988,29/07/26 06:51
148562523563,78255,215907453,29/07/26 06:51
148560130963,192485,14290520,29/07/26 06:51
148560224675,23340,42194236,29/07/26 06:51
148560139367,446147,37683540,29/07/26 06:51
148560140959,7248,6529030,29/07/26 06:51
148560045385,95974,103268175,29/07/26 06:51
148560242752,191489,30913855,29/07/26 06:51
148560124395,653497,37053315,29/07/26 06:51
148560044634,53648,271301505,29/07/26 06:51
148560116775,26337,39780452,29/07/26 06:51
148560386967,207077,12540632,29/07/26 06:51
148560312952,11199,16289657,29/07/26 06:51
148560319195,137852,41029387,29/07/26 06:51
148560375467,129916,8443915,29/07/26 06:51
148560041467,155500,187617536,29/07/26 06:51
148560222652,40294,21822317,29/07/26 06:51
148562553685,167529,272450879,29/07/26 06:51
148560472685,99867,27758372,29/07/26 06:51
148560246452,13656,27883448,29/07/26 06:51
148560057952,117947,34210055,29/07/26 06:51
148560247113,107087,6238821,29/07/26 06:51
148560134852,23819,272448383,29/07/26 06:51
148560045667,68910,117662932,29/07/26 06:51
148560046859,169197,96246119,29/07/26 06:51
148560044795,179475,272448368,29/07/26 06:51
148562672134,33865,64163821,29/07/26 06:51
148560045967,443896,208524602,29/07/26 06:51
148560050363,118281,187174299,29/07/26 06:51
148560039252,184950,272448003,29/07/26 06:51
148560218534,42531,26239540,29/07/26 06:51
148560048052,911,272448355,29/07/26 06:51
148560040567,182790,222112268,29/07/26 06:51
148560129463,181435,34537326,29/07/26 06:51
148560047046,9211,108991289,29/07/26 06:51
148560046575,936,162732888,29/07/26 06:51
148559939513,26960,31894239,29/07/26 06:51
148560132085,186514,202828758,29/07/26 06:51
148560048663,179603,204841778,29/07/26 06:51
148562655295,4229,272451009,29/07/26 06:51
148560039852,192490,272448363,29/07/26 06:51
148560027395,44091,272448342,29/07/26 06:51
148560144767,11070,12446846,29/07/26 06:51
148560048759,178549,189484259,29/07/26 06:51
148560048267,179345,269277225,29/07/26 06:51
148560049375,279058,272447599,29/07/26 06:51
148560131334,149941,4709685,29/07/26 06:51
148463043163,650642,254113988,29/07/26 06:51
148560043946,9461,21797856,29/07/26 06:51
148562429452,193867,2427778,29/07/26 06:51
148560041213,445988,130630265,29/07/26 06:51
148560184195,181453,18205835,29/07/26 06:51
148562596952,211290,144899435,29/07/26 06:51
148562551034,650458,272450853,29/07/26 06:51
148560221834,110534,10570503,29/07/26 06:51
148560044013,658649,159311201,29/07/26 06:51
148562418685,2489,114044405,29/07/26 06:51
148560122063,112449,38950784,29/07/26 06:51
148560047663,11665,161877209,29/07/26 06:51
148562425434,84769,10838093,29/07/26 06:51
148560047567,9497,85523481,29/07/26 06:51
148562542813,27983,208281088,29/07/26 06:51
148562553475,191137,67786757,29/07/26 06:51
148560237446,43849,272448308,29/07/26 06:51
148560048585,191228,272448230,29/07/26 06:51
148560042334,4267,36301466,29/07/26 06:51
148560298485,123783,1619217,29/07/26 06:51
148562412446,25364,141244487,29/07/26 06:51
148562672763,658948,38257263,29/07/26 06:51
148560039385,445988,181180025,29/07/26 06:51
148560043485,29953,272448319,29/07/26 06:51
148560153085,205613,14702424,29/07/26 06:51
148560039585,22079,33549785,29/07/26 06:51
148560041746,87966,212913207,29/07/26 06:51
148560038795,209041,6512497,29/07/26 06:51
148562609652,12962,271050602,29/07/26 06:51
148560458295,213458,211089827,29/07/26 06:51
148562646167,149998,272450967,29/07/26 06:51
148562239595,143928,272450510,29/07/26 06:52
148562706313,179944,272450965,29/07/26 06:52
148562707146,445831,272088615,29/07/26 06:52
148562600495,181647,272450945,29/07/26 06:52
148562554467,650494,271951222,29/07/26 06:52
148560457113,446027,241278371,29/07/26 06:52
148562706634,41842,163071429,29/07/26 06:52
148559734163,192640,272448135,29/07/26 06:52
148560311613,181435,71658526,29/07/26 06:52
148494373859,138858,223928517,29/07/26 06:52
148560243795,183774,119033982,29/07/26 06:52
148559831295,221354,272448124,29/07/26 06:52
148562653152,651481,272450984,29/07/26 06:52
148560026175,74826,269365525,29/07/26 06:52
148562707767,179546,250280624,29/07/26 06:52
148560025063,84838,272448287,29/07/26 06:52
148560020763,34381,236268204,29/07/26 06:52
148560029559,23388,272448340,29/07/26 06:52
148560387146,95708,215991077,29/07/26 06:52
148560028963,22780,251196877,29/07/26 06:52
148560455859,203301,8223026,29/07/26 06:52
148562706975,140407,180301518,29/07/26 06:52
148560243452,84153,33054571,29/07/26 06:52
148562556167,20908,23948875,29/07/26 06:52
148560036713,651268,223083498,29/07/26 06:52
148560028667,156361,272447997,29/07/26 06:52
148560036875,22432,73747466,29/07/26 06:52
148560022775,279058,272448320,29/07/26 06:52
148562554175,167035,272450882,29/07/26 06:52
148560026575,651834,111795394,29/07/26 06:52
148560031113,43279,24782503,29/07/26 06:52
148560002352,20607,34601382,29/07/26 06:52
148560218895,342607,132618449,29/07/26 06:52
148560025346,652317,236931640,29/07/26 06:52
148560035534,41556,272448346,29/07/26 06:52
148560024659,65342,8868639,29/07/26 06:52
148560038185,183983,117106579,29/07/26 06:52
148560032946,6242,272447882,29/07/26 06:52
148560036175,204100,219533113,29/07/26 06:52
148560035885,11656,222264370,29/07/26 06:52
148560393613,105901,272448009,29/07/26 06:52
148560030613,101141,254946633,29/07/26 06:52
148559934385,56074,118029685,29/07/26 06:52
148560024985,165811,14011639,29/07/26 06:52
148560030995,150749,104112233,29/07/26 06:52
148560022367,192449,48631385,29/07/26 06:52
148560470534,55258,272448311,29/07/26 06:52
148560033934,142721,71728459,29/07/26 06:52
148560037163,3493,119027840,29/07/26 06:52
148560017767,114276,55213061,29/07/26 06:52
