glcat_mcat_id,glcat_mcat_name,glcat_mcat_is_quantity_enabled,glcat_mcat_is_product
370165,Graffiti Painting Advertising,,S
371793,3D Lenticular Printing,,S
155323,Oblique Corrugation Machine,2,P
156022,Tilting Tables,2,P
156453,CNC Wire Cut EDM Machine,2,P
232070,Laboratory Drug Testing Service,,S
232195,Lightning Arrester Testing Service,,S
232551,Sky False Ceiling Service,,S
233147,Mosquito Control Amc Service,,S
233476,Indoor Bug Service,,S
234420,Acrow Prop Scaffolding Rental Service,,S
236126,Heavy Drilling Machine Job Work,,S
236554,Cnc Sparking Edm Job Work,,S
242474,Eot Crane Design Software Service,,S
244620,Embedded C Software Service,,S
250663,Showroom 3D Modeling Design Service,,S
383475,Civil Engineering Consultant Service,,S
232171,Thermic Fluid Heater Repair Service,,S
232183,Electronic Component Testing Service,,S
232879,Pharmacy Drop Shipping Service,,S
233106,Modular Kitchen Repairing Service,,S
234460,Ocean Freight Forwarding Service,,S
234668,Provision Shop Designing,,S
234799,Solar Power Plant Design Service,,S
234862,Stability Chamber Repair Service,,S
238602,Epilux 4 Build Epoxy Finish,,S
238945,Car Porch Fabrication Work,,S
383452,Petty Civil Construction Contractor Service,,S
20863,Storage Silo,2,P
25063,CNC Turning Machine,2,P
25201,Currency Converter,0,S
26574,Dispensing Robots,2,P
27983,Espresso Machine,2,P
33272,Money Back Plans,0,S
35394,Portable Analyzer,2,P
35400,Portable Cabin,2,P
35777,Production Packers,,S
37242,Sludge Dryers,2,P
151873,HDPE Pipe Fusion Machine,2,P
158010,Rubber Cutting Service,,S
159964,PCB Prototyping Machine,2,P
160794,Endo Motor,2,P
165851,Gas Cleaning Plant,2,P
167454,Agitated Reactor,2,P
167949,Field Quality Assurance,0,S
168020,Interactive Website Designing,,S
168073,Steel Pipe Fabrication,,S
168296,Criminal Records Verification Services,0,S
168517,Silo Constructions Services,0,S
168567,Umbrella Printing Service,0,S
169219,CNC Laser Engraving Service,,S
169386,Hoppers Fabrication Services,,S
169407,Insurance Claim Service,0,S
169484,Non Functional Testing Services,0,S
169702,Technology Advisory Service,0,S
170091,Compound Gauge Calibration,0,S
170347,Debt Funding Services,0,S
170380,Digital Painting Services,,S
170393,Document Coding Services,,S
170468,Family Counseling Service,0,S
170513,Forklift Crane Service,,S
170556,Gym Interior Designers,0,S
170715,Raid Recovery Service,0,S
170960,Mining Construction Service,0,S
171338,Brand Naming Service,0,S
171447,Cost Audit Services,0,S
171542,OTC Exchanges Services,0,S
171584,North Light Glazing Service,0,S
172113,International Patent Registration,,S
172948,Retail Software Service,0,S
259498,Girth Gear Teeth Cutting Job Work,,S
260113,Mild Steel Grill Fabrication Service,,S
261643,Blackening Black Oxide Service,,S
261725,Structure Fabrication Service Fabrication Shed Work,,S
262733,Titanium Laser Cutting Service,,S
262741,Conductive Fabric Laser Cutting Service,,S
263711,Resistive Load Bank Rental,,S
265016,Mild Steel Building Fabrication Service,,S
266914,Private Party Service,,S
267036,Serial Display Adapter Pcb Design Service,,S
268116,Plastic Mold Design Service,,S
342796,Franchise Veterinary Feed Supplement,,S
416157,Home Architectural Service,,S
417351,Roof Waterproofing Cum Heat Treatment,,S
33978,Pharmaceutical Consultants,0,S
40156,Transfer Trailers,2,P
40652,Vapor Degreasers,2,P
42087,Motor Control Centers,2,P
43030,Smocking,0,S
44272,Foam Screen Printing,0,S
44284,Napkin Printing,,S
85296,Francis Turbine,2,P
95220,Magnetic Machine,2,P
95288,Round Bed,2,P
100755,Car Diagnostic Tools,2,P
102065,Residential Bungalow,,S
102125,Water Purification Services,,S
102240,Coir Geo Textile Machine,2,P
106232,Forklift Batteries,2,P
53802,Single Punch Tablet Press,2,P
106998,Phototherapy Treatment,0,S
107260,Wood Debarker,2,P
110185,LED Bar Sign,,S
113965,Concrete Mixer Rental,,S
117819,Disc Refiner,2,P
68613,Autocollimator,2,P
69825,Mixing Vessel,2,P
72904,Electric Motorcycle,2,P
74301,Weighing System,2,P
80511,Jumping Bouncer,2,P
84701,Cotton Candy Machine,2,P
650840,Password Management Software,2,P
651295,Handheld Ultrasound Machine,2,P
652591,Hockey Classes,,S
654149,Ashok Leyland Generator Rental Service,,S
104921,Commercial Printing Press,2,P
78030,End Carriage,2,P
172958,Road Repair Services,0,S
173081,Full Mouth Reconstruction,0,S
173090,Flow Meter Calibration,0,S
173293,Safety Certification Services,0,S
173490,Civil Foundation Services,0,S
174070,Reverse Rotary Drilling Services,,S
174718,Weighing Scale Repairing Service,,S
174784,ID Card Lamination,,S
375677,Designing Masjid,,S
375679,3D Apartment Plan Designing Service,,S
124,Fluid Bed Dryers,2,P
175501,Railway Station Pickup & Drop Services,0,S
175505,Stoles Digital Printing,,S
175833,Prompt Freight Forwarding Services,,S
175917,Micro Ohm Meter Calibration,,S
176088,MS Sheet Cutting Job Works,,S
177420,Dredge Hose,2,P
2073,Pad Printing Machine,2,P
177896,Robotic Projects,0,S
178191,Marble Radha Krishna Statue,2,P
179312,CT PT Combined Metering Unit,2,P
184171,Coil Slitting Machine,2,P
187164,Yamaha Audio Mixers,2,P
187893,UV Offset Printing,0,S
188109,Eco Solvent Inkjet Printer,2,P
33019,Oil Mills,2,P
34724,Party Decoration Services,0,S
35301,Platen Presses,2,P
191338,Electrical Installation Services,,S
191348,Corporate Designing Services,0,S
193362,Nakshatra Diamond Earrings,2,P
40345,Truck Finance,,S
202061,Zumba Classes,,S
42997,Ayurvedic Massage,0,S
43220,Language Training Services,0,S
45785,Surgical Pendant,2,P
119098,Automatic Level Instrument,2,P
217050,ATEX Certification,0,S
217158,ZED Maturity Assessment,0,S
277346,Freelancing Graphic Design,,S
277355,Food Menu Card Design Service,,S
255814,Mat Demat Account Holder Database,,S
19751,Trash Pump,2,P
222054,Wiraka Snooker Tables,2,P
284661,Revolving Chair Repairing,,S
261731,Industrial Dryer Fabrication Work Service,,S
261970,Filter Service,,S
267031,Single Layer Pcb Design Service,,S
267261,Piperazine Hydrate Pharmaceutical Third Party Manufacturing,,S
267278,Soft Gelatin Capsule Third Party,,S
267481,Calendar Photo Shoot,,S
69686,Wood Band Saw,2,P
226931,Azeotropic Distillation Unit,2,P
275819,Himgiri Cold Storage,,S
138616,Concrete Brick Making Machine,2,P
350890,Digital Door Paper Print Skin,,S
1163,Rehabilitation Equipment,2,P
1489,Plastic Dryers,2,P
2349,Coating Services,,S
9113,Heavy Duty Lathe Machines,2,P
12057,Glass Cutting Machines,2,P
15332,Miter Saw,2,P
22124,Articulating Cranes,2,P
142823,Fabric Testing Equipment,2,P
350887,Chemical Door Paper Print,,S
357885,Plastic Label Printing Service,,S
145655,Slab Trolley,2,P
148446,Fax Services,0,S
230344,Siemens Ac Dc Drive Repair Service,,S
230361,Low Voltage Ac Drive Repairing Service,,S
230405,Labour License,,S
152171,Face to Face Interview Tips,,S
156980,Corrugated Box Printing Machine,2,P
161007,Tile Flooring Services,,S
175694,Gold Hallmarking Services,0,S
176180,Fire Safety Equipment Maintenance Services,0,S
176426,Landscape Engineering,,S
176517,Turbine Overhauling,,S
176521,Vamana Therapy,0,S
176600,Aerobic Classes,0,S
176654,Carpet Fabrication,,S
176692,Corrosion Analysis,,S
176697,Database Extraction,,S
176796,Low Temperature Bath,2,P
179232,Cupola Furnace,2,P
179781,NBFC Software,2,P
364233,Soap Dispenser Printing Service,,S
183147,Process Chillers,2,P
183758,Industrial Goods Forwarding Services,,S
184929,ASUS Laptops,2,P
187112,Sheet Metal Job Work,,S
236295,Industrial Duct Fabrication Service,,S
238928,Fabrication Work,,S
238943,Men Blazer Fabrication Service,,S
238965,Window Glass Railing Fabrication Service,,S
239006,Retaining Wall Formwork Fabrication Service,,S
239059,Tyre Showroom Fabrication Work,,S
242417,Desktop Development Service,,S
242437,Rajniti Android Apps Latest Version,,S
244586,Fancy Embroidery Silk Work,,S
245404,Copper Welding Service,,S
250691,Imitation Earring Autocad Designing Service,,S
192363,Commercial Power Supply and Battery Repair & Maintenance,,S
42762,Capsule Inspection Machine,2,P
43046,Tax Return Outsourcing,0,S
43116,Event Videographers,0,S
50061,Biodiesel Plant,2,P
69844,Rubber Cutting Machine,2,P
25941,Corporate Mailing Solution,0,S
152141,ISO 27001 Certification,0,S
153144,Disc Mill,2,P
87928,Inbound Tour,0,S
89750,Metal Processing Service,,S
95399,Digital Billboard,,S
95441,Parking Sign,,S
96013,Passport Service,0,S
99188,Hydraulic Coil Press,2,P
101845,PVC Flooring Services,,S
104942,Compound Bow,2,P
156409,5D Theatre,,S
157508,Computer Rental Service,,S
162936,Vacuum Metallizing,,S
163031,Mudguard Bumper,2,P
163509,Rubber Crumb Making Machine,2,P
163718,Minerals Testing Services,0,S
166140,Web Testing Services,0,S
167551,Kshar Sutra Treatment Service,0,S
167981,SSL Certificate Services,0,S
168385,Industrial Vastu Services,0,S
168618,Custom E Learning Services,0,S
168994,Printing Prepress Solutions,0,S
169054,VLSI Design Services,,S
169146,Beauty Parlor Designing,,S
169290,Derivative Trading Service,0,S
169441,Machinery Reconditioning Services,,S
169470,Mosquitoes Control Services,0,S
169475,Multilingual SEO Services,0,S
169572,Puff Printing Services,0,S
169977,Brand Building Services,0,S
170321,Data Capturing Service,,S
170426,Email Security Service,0,S
170720,Repiping Services,0,S
171322,Behavioral Training Services,0,S
171375,Channel Management Services,0,S
171443,Corporate Tax Advisory,0,S
171481,Debt Restructuring Service,0,S
171537,Open Source Integration,,S
171757,Fashion Technology Courses,0,S
172271,Marketing Intelligence Services,,S
188262,TATA Bus,2,P
188312,Impact Detacher,2,P
189385,Panasonic Microwave Oven,2,P
192828,Retractable Gates,2,P
204641,Shimadzu Precision Balance,2,P
205511,Trimos Height Gauge,2,P
206363,Linde Hydraulic Pumps,2,P
208052,Keychain Printing Machine,2,P
209085,Tata Indica Rental,,S
200120,Swimming Pool Flooring,,S
202057,Hair Trimming,,S
204488,IFB Dishwasher,2,P
210868,IPC Pressure Washer,2,P
273708,Oil Storage Tank Fabrication Service,,S
276709,Varmala Theme Planner,,S
277306,Handheld Laser Scanning Service,,S
364198,3D Sculpture Printing Service,,S
215437,TATA Excavator Rental,,S
215450,Hidromek Motor Grader Rental,,S
215492,CASE Skid Steer Loader Rental,,S
378285,Residential Basement Waterproofing Service,,S
443561,Ureteroscope,2,P
652403,Mercedes Car Service Center,,S
656666,Lawn Party Organisers,,S
442109,Excitel High Speed Internet Service,0,S
443152,EPDM Flooring Service,,S
650342,Gnatus Dental Chair,2,P
652875,Chandelier Cleaning Service,,S
655177,Bahubali E Rickshaw,2,P
1650,Powder Filling Machine,2,P
3704,Chain Elevators,2,P
4489,Board Cutter,2,P
6266,Fatty Acid Distillation Plants,2,P
6559,Forging Furnace,2,P
8257,Rotary Sifters,2,P
135843,Acoustic Insulation Services,0,S
136030,Home Theater Designing,0,S
136045,Residential Architectural Services,0,S
136943,SAP Training,0,S
142666,Gear Roll Tester,2,P
143138,Post Press Machine,2,P
144875,Uncoiler,2,P
145206,Rock Breaking Services,0,S
145660,Diamond Color Grading Machine,2,P
147271,Paper Shredding Services,0,S
149854,Sand Cooler,2,P
156849,GAP Analysis Services,0,S
161080,Rubber Lined Tank,2,P
161688,Steam Distillation Unit,2,P
230343,Ac Dc Rectifier Repair Service,,S
231270,Iec 60079-29 Certification Service,,S
231631,Computer Network Service,,S
231710,Concrete Slip Form Paver Machine Rent Service,,S
232193,Rice Cooker Testing Service,,S
232827,Etp Sludge Testing Service,,S
232942,Microbiology Testing Lab Service,,S
255793,Book Typing Project,,S
255848,Paytm Ekyc Survey Project,,S
233264,Electronic Shopping Store,,S
233485,Residential Dust Mite Pest Control Service,,S
233598,Aloe Vera Tooth Gel Manufacturing Service,,S
234107,Aqua Nova Ro Water Purifier Repair Service,,S
234671,Glass Jewellery Shop Interior Decoration,,S
234818,Spa Interior Design,,S
234948,Non Man Entry Tank Cleaning Service,,S
234993,Termite Management Service,,S
238417,Zinc Tin Plating Service,,S
238499,Engineering Drawing Sheet Service,,S
238978,Nagercoil Steel Structure Fabrication,,S
193682,Bus Denting Services,,S
270812,Stainless Steel Utensil Laser Marking Service,,S
271449,Restaurant Iron Shed Fabrication Service,,S
273142,Stainless Steel Laser Cutting Job Work Service,,S
242433,Pubg Tournament Demo App Service,,S
242438,Mobile Game Development Service,,S
274528,Biscuit Third Party Service,,S
276216,Vmc Machine Job Work Casting,,S
276626,Water Treatment Consultant Service,,S
277300,3D 2D Graphic Designing Service,,S
173071,Fashion Consultancy Services,0,S
173078,Behavior Therapy Services,0,S
173287,Thermometer Calibration Services,0,S
173518,Business Application Development,0,S
173634,Corporate Multimedia Services,,S
174217,Starters Repair Service,,S
250730,Autocad Drawing Single Line Diagram,,S
262786,Laser Shoe Engraving Service,,S
265006,Plate Cutting Fabrication Service,,S
265011,Mild Steel Staircase Fabrication Work Service,,S
1864,Pneumatic Press,2,P
2679,Vacuum Boosters,2,P
9834,Manual Winder,2,P
13466,Diesel Forklift,2,P
14145,Car Engine Block,2,P
20911,CNC Controllers,2,P
21021,Pigging System,2,P
22448,Automated Guided Vehicle,2,P
30725,Industrial Silencers,2,P
409624,Pop Plain False Ceiling,,S
11225,Cream Separator,2,P
11362,Lathe Grinders,2,P
127482,Drupal Development,0,S
135825,Vertical Pressure Leaf Filter,2,P
135912,CNC Profile Cutting Services,,S
136865,REACH Services,0,S
138424,Bank Slip Printing,,S
139806,Gemstone Identification Services,0,S
144382,Hydraulic Rock Splitter,2,P
145424,Water Tank Cleaning Services,0,S
148189,Cardio Machines,2,P
150170,Video Nasopharyngoscope,2,P
153789,Urology Tables,2,P
154007,Plastic Pipe Belling Machine,2,P
154134,ESI Compliance,0,S
154325,Triple Vane Pump,2,P
154987,Wood Edge Banding Machine,2,P
154990,Barcode Printing Service,0,S
155668,Incense Stick Packing Machine,2,P
265159,Photography Studio Rent Service,,S
267037,Pcb Design Manufacturing,,S
328283,Fdm 3D Lenticular Printing Service,,S
31545,Laser Beam Analyzer,2,P
157730,Honing Job Work,,S
164198,Sofa Cleaning Services,0,S
165134,Foam Banner,,S
165972,Affiliate Marketing,0,S
166990,Enterprise Portal Services,0,S
168150,Commercial Advertisement Service,0,S
168234,Bespoke Software Development,,S
168558,Transformer AMC Service,0,S
168892,Frontlit Flex Printing Services,,S
168963,Microwave Oven Repairing Service,,S
169308,E-Book Writing Service,0,S
169850,Account Planning Services,,S
170498,Floor Maintenance Services,0,S
170503,Flyer Design Services,0,S
170543,GIS Mapping Services,,S
170742,Resorts Booking Services,0,S
170794,Schools Catering Service,0,S
170861,Solar EPC Service,,S
170998,Heat Management Service,,S
171467,Data Feed Management,,S
172138,Managed Web Filtering,,S
172152,Marketing Translation Service,,S
172211,ISO 50001 2011 Certification,,S
173112,Gift Box Printing,0,S
173437,Integrated Facility Management,0,S
173585,Comparison Shopping Service,0,S
173665,Management Reporting service,0,S
175018,Modular Exhibition Stall Designer,0,S
175460,Dry Offset Printing Services,,S
175931,MS Jali Cutting Services,,S
176730,Manufacturing Simulation,,S
176889,Social Gaming,,S
178470,Cast Iron Surface Plates,2,P
230458,Videocon Ac Repairing Service,,S
231382,Hydro Water Jet Cleaning Service,,S
231412,Single Close Body Container Service,,S
231683,Speed Flooring Service,,S
231836,Crane Amc Service,,S
231865,Custom Clearing Brokerage Service,,S
233637,Ayurvedic Dermatology Franchise,,S
234105,Ro Purifier Maintenance Service,,S
234259,Puf Roof Insulation Service,,S
234396,Supported Scaffolding Rental Service,,S
234402,Extension Ladder Rental Service,,S
234423,Mobile Scaffolding Rental Service,,S
234430,Mild Steel Industrial Scaffolding Rental,,S
234968,Network Support Desktop Support Engineer Service,,S
235130,Third Party Safety Audit Inspection Service,,S
238517,Maize Corn Dehusker Cum Sheller Tractor Model,,S
238693,Stall Game Service,,S
238831,Fabric Table Printing Service,,S
239014,Moulding Fabrication,,S
239157,Ahmedabad Fabrication Work,,S
239188,Factory Roofing Shed Fabrication Service,,S
28202,Faceting Machines,2,P
366082,Security Manual Receipt Book Printing Service,,S
428204,Structural Designer Service,,S
179201,Marble Durga Statue,2,P
255843,Copy Paste Service,,S
256159,Cast Iron Gravity Die Casting,,S
261734,Industrial Pressure Testing Chamber Fabrication Service,,S
265066,Double Column Plano Milling Job Work,,S
267613,Hydraulic Pipe Bending Service,,S
268488,Pu Lining Coating Service,,S
30074,Handwriting Expert,0,S
30838,Inclined Screens,2,P
32300,Magnetic Conveyors,2,P
32985,Office Interiors,0,S
35622,Pressing Machine,2,P
36529,Roll Mill,2,P
37450,Spark Plug Testers,2,P
37985,Sheet Metal Design,,S
39469,Watershed Management,0,S
40866,Wall Saw,2,P
42484,Wedding Tent Rental,0,S
43112,Nature Photography,0,S
43138,Shape Moulding Machine,2,P
45545,Flower Design Necklace,,S
443145,IATF 16949-2016,0,S
69613,Mechanical Bar Screen,2,P
25453,Community Health Centers,0,S
25847,Conveyor Table,2,P
27775,Emergency Response Training,0,S
29263,Gas Engine,2,P
29491,Horizontal Machining Centers,2,P
29688,Hydraulic Turbines,2,P
30366,High Speed Doors,2,P
33953,Paper Counters,2,P
34010,Phosphate Analyzer,2,P
37528,Screen Printing Equipment,2,P
37556,Scroll Saw,2,P
40368,Tube Furnaces,2,P
41698,Stone Cutting Services,0,S
42028,Hallmarking Services,0,S
42802,Booth Fabrication Services,,S
74104,Softening Point Apparatus,2,P
21238,Acid Storage Cabinets,2,P
22119,Art Reproductions,0,S
22222,Automation Machines,2,P
22475,Automotive Rental,,S
24933,Civic Organizations,,S
25330,Data Acquisition Systems,2,P
169554,Price Optimization Solution,,S
170250,Engineering Design Consultancy,0,S
170405,DSP Design Services,,S
170480,File Recovery Service,0,S
170812,Seismic Retrofitting Services,,S
170994,HVAC Engineering Services,0,S
171345,BTS Installation Services,0,S
171828,Hot Stamping Service,,S
172039,Topological Survey Services,,S
172166,ISO 13485 Consultancy,0,S
172204,Land Freight Service,,S
172231,Legal Opinion Service,0,S
172447,Preventive Health Care,0,S
172828,Vegetable Carving Service,0,S
173010,Auditorium Sound Proofing,0,S
173157,Stevia Cultivation Consultancy,,S
173227,SAS Consulting Services,0,S
173533,Career Pathway Planning,0,S
173735,NRI Home Loan,0,S
174064,3D City Modelling Service,0,S
174072,Revit Architecture Services,0,S
174117,Real Estate Planning,0,S
174752,Guitar Classes Services,0,S
175256,PLC Based DG Synchronization,,S
175560,Air Cargo Clearance Service,,S
175710,HT Electrical Contracting Services,,S
175723,International Trade Law Services,0,S
175794,Process Design Evaluation Service,,S
176828,Kiosk Fabrication,,S
177517,Automatic Baby Cradle,2,P
178449,PCD Pharma Franchise,0,S
180794,Wedding Card Printing Service,0,S
27693,Elevator Cabs,2,P
29513,Horticultural Consultants,,S
30645,Indian Language Solutions,0,S
33858,Paper Embossing Machines,2,P
36368,Retail Property,0,S
37932,Skip Hoists,2,P
41536,Xerox Machines,2,P
41795,Surveillance Services,0,S
78458,Marine Service,0,S
182792,Apple iPad mini,2,P
183861,Toshiba Barcode Printers,2,P
186010,School Bus Services,0,S
186553,Four Head Welding Machine,2,P
187599,Philips BiPAP Machine,2,P
43164,Software Development Services,0,S
43905,Trademark Heat Transfer,,S
162166,Automatic Elevator Doors,2,P
162543,Pressure Blast Cabinet,2,P
164246,Wheat Grading Plant,2,P
85793,Labor Service,0,S
165260,Data Integration Software Solution,0,S
166342,E Waste Management Services,,S
166364,Pay Off Stand,2,P
167139,Mechanical Bull Ride,2,P
168067,Forensic Accountancy Services,0,S
168261,Client Server Development,0,S
168398,ISO 18001 Consultancy,0,S
168447,Network Infrastructure Support Services,0,S
168545,Technical Publication Service,0,S
168744,Accounts Consulting Services,0,S
168811,Cold Chain Management,0,S
168888,Flexible Cloud Solutions,,S
169007,River Rafting Tour,,S
169037,Theft Investigation Services,0,S
169326,Enterprise Mobility Service,0,S
169365,Garden Plantation Services,0,S
170203,Marketing Training,0,S
170759,Risk Management Advisory,,S
171317,Bank Automation Services,0,S
171600,Bulk Staffing Solutions,0,S
171749,Fabric Piping Services,,S
171770,Fine Art Photography,0,S
171812,Guest House Caretaker,0,S
171852,Inland Haulage Service,,S
172102,Interactive E-Learning Solutions,0,S
172121,Landscape Consultancy Services,0,S
172240,Literature Search Service,,S
172266,Market Mapping Services,0,S
172608,Sales Training Service,0,S
172840,Virtual Office Service,0,S
172952,RF Optimization Services,0,S
172992,Annual Reports Service,0,S
173031,Building Care Services,0,S
173049,Application Prototyping Services,,S
173057,Bar Tendering Services,0,S
173798,Account Administration Services,,S
174421,Real Estate Advisory Services,,S
174843,Product Rapid Prototyping,,S
174974,Polythene Printing Services,0,S
175037,Table Calendar Printing Services,0,S
175297,Chronic Pain Treatment,0,S
175340,Tank FRP Lining Services,,S
175573,Barcode Software Development Service,0,S
176936,Tiles Grouting,0,S
177445,On Board Weighing System,2,P
177533,Ground Staff Training Course,0,S
178076,Apple iPad,2,P
179081,Trouser Stitching Service,,S
179309,Double Girder EOT Cranes,2,P
180240,Office Modification Services,,S
42686,Palmistry Services,0,S
42771,Residential Plots,0,S
171425,Container Fumigation Services,0,S
171439,Control Valve Repair,,S
171477,Database Programming Services,0,S
171768,Financial Transcription Services,,S
172134,Machined Flanges Fabrication,,S
172254,Machinery Packing Service,,S
172278,Medical Claim Processing,0,S
172491,Law Consultancy Service,0,S
172821,Unitized Structural Glazing Service,,S
172825,Valve Inspection Services,0,S
173267,Pharmacy Management Services,0,S
173276,Tools Repair Services,,S
173291,Patent Preparation Services,,S
173345,Security Drill Services,,S
173494,Business Excellence Consultant,0,S
173515,Enterprise Internet Service,0,S
173840,Corporate Induction Trainings,0,S
174174,Rural IT Infrastructure Services,,S
174330,Bending Machine Job Work,,S
174355,Vertical Lathe Job Work,,S
174410,Crate Box Packaging Services,,S
174442,3D Multimedia Solution,0,S
174753,Online Data Collection,0,S
174897,Digital Pressure Indicator Calibration,,S
69515,Headlight Tester,2,P
175257,Instrumentation Projects Consultancy,0,S
175347,Sewage Treatment Plant Installations,,S
175780,Power Project Consultancy Services,0,S
175870,Substation Equipment Installations,,S
176071,J2ME Mobile Application Development,,S
176367,Geophysical Exploration,,S
176510,Tower Electrification,,S
176967,Video Compositing,,S
177775,Zinc Oxide Plant,2,P
178978,Scenic Lifts,2,P
180323,Abacus Training,2,S
180646,Bund Maker,2,P
182473,ELGi Air Compressors,2,P
184310,Canon Digital Camera,2,P
188107,Pharmaceuticals Logistics Services,0,S
85633,Wall Panel Forming Machine,2,P
95750,Hammer Crusher,2,P
88524,Social Bookmarking Service,0,S
270156,Mit Pcb Antenna Prototyping Service,,S
271437,Poultry Farm Shed Service,,S
106939,Servo Panel,2,P
192865,Kirloskar Chiller,2,P
193645,Crompton Greaves Power Transformers,2,P
342795,Veterinary Pcd Pharma Franchise Ciprofloxacin Tablet,,S
348052,Canopy Printing Service,,S
353376,Flex Banner Printing Service,,S
206437,Seven Friday Wrist Watch,2,P
207307,Automated External Defibrillator,2,P
209183,Charter Bus Rental,,S
259846,Statue Gold Brass Electroplating Service,,S
261728,Industrial Fabrication Job Work,,S
264980,Plate Scrap Fabrication,,S
264991,Carbon Mild Steel Fabrication Work Service,,S
265008,Residential Mild Steel Fabrication Work,,S
189269,Electrical Upsetting Machine,2,P
261164,Id Card Printing Solution,,S
342785,Veterinary Pcd Pain Relief Tablet Pharma Franchise,,S
347392,Campaign Face Mask Election Service,,S
422086,Polycarbonate Skylight Fabrication Service,,S
267611,Stainless Steel Pipe Bending Service,,S
267687,Pharmaceutical Plant Layout Designing Service,,S
271464,Brass Sheet Cutting Service,,S
271594,Shuttering Fabrication Contractor Work Service,,S
276219,Hmc Vmc Heavy Part Machining Job Work,,S
277357,Calligraphy Logo Design Service,,S
347397,Metal Label Barcode Photo Printing Service,,S
264719,White Metal Laser Marking Service,,S
267026,Double Layer Pcb Designing Service,,S
267289,Multivitamin Injection Third Party Manufacturing,,S
267297,Surgical Bandage Cotton Third Party,,S
65295,Laptop LCD Screen,2,P
172838,Virtual CFO Services,0,S
173005,Fire Fighting Installation,0,S
173040,Game Design Services,0,S
173069,Aluminum Alloy Fabrication,,S
173341,Properties Collaboration Services,0,S
173352,Project Cost Control,0,S
174043,Line Erection Service,,S
175019,MS Heavy Fabrication Service,,S
175125,Call Center Setup Services,0,S
175705,Hot Air Generator Fabrication,,S
175849,Sales Tax Audit Services,0,S
175868,Strategic Security Planning Service,0,S
175878,Tool Room Fabrication Works,,S
176086,Mild Steel Water Jet Cutting,,S
176151,Aluminum Sheet Metal Fabrication,,S
176264,Blinds Stitching,,S
176311,DG Commissioning,,S
176632,Braces Services,0,S
178863,Dust Chamber,2,P
179605,Kosher Certificate Services,0,S
180315,PGDCA Courses,0,S
383519,External Facade Cladding Service,,S
394064,Cow Lifting Machine,2,P
255740,Electric Rotary Rack Oven,2,P
262141,Iron Fabrication Service Pre School Terrace,,S
264655,Metal Building Fabrication Work Service,,S
267231,Sildenafil Citrate Tablet Third Party Manufacturing,,S
267283,Pharmaceutical Third Party Manufacturing Digoxin Syrup,,S
267336,Third Party Ayurvedic Medicine,,S
269585,Bedsheet Photography Service,,S
273298,Stainless Steel Sheet Pressing Service,,S
347052,E Rickshaw Stepney Cover Printing Service,,S
347393,Screen Banner Printing Service,,S
353397,Flex Vinyl Printing Service,,S
10777,Hot Water Generators,2,P
16989,Lateral Raise Machine,2,P
18210,Plate Roller,2,P
18281,PostScript Printer,2,P
20988,Dry Cleaning Machines,2,P
25703,Concrete Testing Equipment,2,P
27201,Ecommerce Solutions,0,S
32753,Milking Machine,2,P
32966,Ocean Cargo Containers,2,P
438800,Bakery Proofing Chamber Repair Service,,S
70046,Mobile Laboratory,2,S
70091,Cashew Dryer,2,P
72662,Landing Mattress,2,P
77637,Kaju Cutter,2,P
78492,Electrification Service,0,S
83918,Gas Rotary Rack Oven,2,P
84425,Consumer Service,0,S
90367,Sewing Embroidery Machine,2,P
34163,Packaging Consultants,,S
35293,Plate Making Machine,2,P
157860,Stainless Steel Calorifier,2,P
107821,Inflatable Lounge,2,P
163213,Flat Bed CNC Lathe,2,P
163810,Auto Water Slot Milling Machine,2,P
206661,Adonis X Ray Machine,2,P
207480,iBall Laptops,2,P
208825,Pet Taxi Services,,S
167986,Flex Vinyl Printing,0,S
168032,Digital Certificate Service,0,S
168048,Communication Consulting Service,0,S
168212,Air Freight Export,,S
168243,Building Promotion Services,0,S
168542,Tank Cleaning Services,0,S
168573,Virtual Classrooms Service,0,S
168575,Visiting Card Designer,,S
168579,Web Analytics Services,0,S
168671,Turning Job Works,,S
168835,Data Acquisition Service,,S
169001,Raw Water Clarification,0,S
213452,Wrist CPM,2,P
215489,Terex Wheel Loaders Rental,,S
169281,Database Selling Services,0,S
170065,Coal Transportation Service,,S
170156,Cost Optimization Services,0,S
170576,Home Conversion Loan,0,S
170713,Quantitative Risk Assessment,0,S
170944,Switchyard Testing Service,0,S
171036,Label Stickers Printing Services,0,S
171342,Bridal Gown Embroidery,0,S
171411,Competency Mapping Service,0,S
171440,Controls Engineering Service,,S
171483,Deep Hole Drilling Service,,S
172088,Instrumentation Training Services,0,S
172923,Remote Database Administration,,S
216881,3T MRI Machine,2,P
172953,RIA Development Service,,S
173245,Personal Detective Services,0,S
173358,Project Work Scheduling,0,S
173474,Luxury Tax Service,0,S
173526,Cash Delivery Services,,S
173599,Concrete Demolition Services,,S
173738,Offshore PHP Development,,S
173927,Diamond Certification Services,0,S
174158,Appointment Setting Services,0,S
174218,Wire Winding Works,,S
174255,Body To Body Massage,,S
174409,Quality Survey Services,,S
242498,Aadhaar Software Development Service,,S
255804,Data Entry Tender,,S
332259,Fully Furnished Office Space Rental Service,,S
364206,Visiting Card Billing Cash Memo Book Printing Service,,S
375647,Architectural Shop Design Service,,S
375652,Residential Architectural 2D Design,,S
