glcat_mcat_id,glcat_mcat_name,glcat_mcat_is_quantity_enabled,glcat_mcat_is_product
175490,Information Technology Diploma,0,S
175606,Computer Language Training Services,0,S
175625,Deck Machinery Repairing Services,,S
175650,Dump Truck Rental Service,,S
175682,Farmhouse Rental Services,0,S
175814,Online Job Consultancy Services,0,S
176243,Aortic Surgery,0,S
176798,Rolling Thin Film Oven,2,P
176930,Tens Therapy,0,S
255811,Aadhar Card Data Entry Work,,S
261827,Aluminium Heavy Shed Fabrication,,S
262762,Lrg Fiber Laser Cutting Service,,S
264708,Aluminum Sheet Laser Cutting Service,,S
269729,Electronics Mechatronics Prototype Development,,S
353440,Flyer Printing Service,,S
416158,Residential Architecture Design Service,,S
68248,Combi Boiler,2,P
69585,Woodworking Table,2,P
86376,Precision Grinding Services,0,S
87764,Beading Machine,2,P
102040,Chemical Coating Services,,S
188938,PVC Pulverizer Machine,2,P
189571,Used CNC Turning Machine,2,P
191089,Used Flat Knitting Machine,2,P
191284,Hybrid Bicycles,2,P
191391,Lighting Service,,S
191451,Spa & Massage Service,0,S
191968,Car Radiator Services,,S
204197,CRI High Pressure Pumps,2,P
210825,Ingersoll Rand Rotary Air Compressor,2,P
214786,Samsung VRF System,2,P
215398,Leeboy Backhoe Loader Rental,,S
361887,Newspaper Advertising Service,,S
364215,Printing Service Leaf Hot Stamping,,S
378282,Bathroom Basement Waterproofing Service,,S
438822,Mangalore Tile Waterproofing Service,,S
650655,CNC Computer Training,,S
2336,Engraving Services,,S
5146,Mineral Water Bottling Plant,2,P
6314,Fertilizer Plants,2,P
36577,Rotary Screens,2,P
40489,Ultrasonic Thickness Gauges,2,P
41753,Tubing Plant,2,P
41970,Resort Tents,2,P
42046,Glove Boxes,2,P
42170,Lace Front Hair,2,P
43124,Veterinary Clinic,0,S
43869,Waterproofing Service,0,S
44240,Import Licensing Services,0,S
45887,Booster Compressor,2,P
65021,Plate Compactor,2,P
69924,Corporate Serviced Apartments,0,S
72905,Electric Pocket Bike,2,P
8212,Roll Coaters,2,P
8344,Pressure Testing Services,0,S
135869,Batch Coder Mini Printer,2,P
136035,Signage Design Services,0,S
136160,Logo Cutting Service,,S
137594,Box Letters,,S
137603,BIW Fixture Design,0,S
141679,Skin Graft Mesher,2,P
144491,Fabric Fusing,,S
144564,Automatic Chain Link Fencing Machine,2,P
148998,Vacuum Dewatered Flooring,,S
149626,Audiometry Machine,2,P
187457,Chemical Dosing Plant,2,P
187905,Used Press Machine,2,P
189815,Vegetable Cutting Machine repair,,S
189858,Ricoh Multifunction Printer,2,P
192535,3D Laser Scanner,2,P
194027,Systronics Spectrophotometer,2,P
204601,Meditec England Patient Monitor,2,P
207000,Volvo Vibratory Compactors,2,P
208283,Gardner Denver Rotary Air Compressor,2,P
209184,Ambulance Rental,,S
157744,Soil Exploration Services,,S
158695,Vertical Deep Freezer,2,P
232394,Air Flight Export Custom Clearance Service,,S
232819,Ht Testing,,S
232856,Operation Theatre Technology Course,,S
233078,U Shape Laminated Modular Kitchen Designing Service,,S
233156,1 Hp Submersible Motor Rewinding Service,,S
233831,Csr Project Consultant Service,,S
214573,Navel Piercing,0,S
215452,Leeboy Motor Grader Rental,,S
217054,Air Bubble Remover Machine,2,P
227339,Labour Contractor Service,,S
230418,Air Cargo Booking,,S
230426,Diesel Engine Air Compressor Rental Service,,S
230969,Aluminium Heat Treatment T6 Furnace Calibration Service,,S
231025,International Air Cargo Transportation Service,,S
231189,Fee Ce Certification,,S
231535,Commercial Shop Interior Designer,,S
231572,International Formation,,S
232399,Export Support Consultant Service,,S
232457,Exterior Bus Body Painting Service,,S
232546,Waterproofing Pop Interior False Ceiling Service,,S
232756,Fire Fighting Contractor Service,,S
233208,Tube Testing Non Destructive Testing Service,,S
233261,Refined Oil Testing Service,,S
233472,Herbal Bed Bug Control Service,,S
233535,Psychiatric Medicine Franchise,,S
233761,Preschool Franchise Opportunity,,S
233774,Card Printer Repairing Service,,S
233861,Sanitary Napkin Industrial Project Report,,S
233894,Pu Concrete Flooring Coating Service,,S
234965,Emf Audit Service,,S
235125,Air Compressor Third Party Inspection,,S
235628,AGFA CR Machine,2,P
315543,Agriculture Construction Service,,S
227183,Badminton Court Maple Flooring Service,,S
227209,Commercial Interior Designing Service,,S
187396,Borewell Submersible Pump,2,P
187427,Rooftop Farming,,S
228867,Toothpaste 3Rd Party Manufacturing,,S
229287,Iso Registration,,S
230309,Multi Color 3D Flooring Service,,S
230717,Franchise Herbal Ayurvedic Medicine,,S
230938,Bi License Certification,,S
231540,Commercial Room Interior,,S
231632,Computer Renting Service,,S
232428,Handling Export,,S
233082,Contemporary Modular Kitchen Interior Design,,S
233870,Alloy Wheel Manufacturing,,S
234042,Residential Building Construction Work,,S
234093,Qsr Restaurant Consultant Service,,S
234253,Vibrating Roller Rental Service,,S
234999,Soap Test Lab,,S
235208,2D Trademark Registration Service,,S
235668,Pani Puri Vending Machine,2,P
207071,Built In Refrigerator,2,P
208493,Rabab,2,P
209156,13 Seater Tempo Traveller Rental,,S
169645,Sitting Arrangement Services,0,S
169706,Telecom Recruitment Services,0,S
170017,Call Answering Services,0,S
170174,HRMS Software Service,0,S
170239,Kiosk Designing Services,0,S
170465,Facial Skin Care,0,S
170544,GIS Survey Services,,S
170629,Photo Lamination Service,0,S
170883,Steam Cleaning Services,0,S
170923,Submersible Pump Repairing Service,,S
171183,Wall Cutting Services,,S
171270,Analog Design Services,,S
171280,Aperture Card Scanning Service,0,S
171299,Automated Quality Inspection,,S
192840,Musical Instrument Repair Services,,S
193562,Annapurna Tractor Attachments,2,P
214608,Non Ac Room Rental Service,,S
214642,Digital T-Shirt Printing Machine,2,P
215434,Robex Excavator Rental,,S
215891,Used CNC Machine,2,P
277283,2D Brochure Designing Service,,S
277335,Residential House Conceptual Interior Designing Service,,S
203170,Godrej Freezers,2,P
203651,Avon Exercise Bike,2,P
204619,Contech Precision Balance,2,P
171565,Negative Scanning Services,0,S
171621,Metal Shearing Services,,S
172419,Polymer Waterproofing Services,0,S
172621,Sealant Application Services,,S
172744,Supplier Risk Assessment,,S
173104,Blow Moulding Services,0,S
173243,Structured Transaction Services,,S
173260,Space Frame Service,,S
173650,Machine Rental,0,S
173811,Concrete Core Drilling,,S
173886,Colored Anodizing Services,,S
174194,Fashion Show Organization Services,0,S
174260,Thyroid Diseases Treatment,0,S
174311,Farmhouse Interior Designing,0,S
174792,Infrastructure Audit Services,0,S
174925,IT Infrastructure Training Services,0,S
175525,Multivariate Testing Service,,S
175580,Boundary Walls Construction Services,0,S
176106,Raster Vector Conversion Services,0,S
179314,Electric Melting Furnace,2,P
179338,Ricoh Laser Printer,2,P
180314,Coreldraw Training,0,S
180438,Stainless Steel Pulverizer,2,P
207403,Bose Earphones,2,P
186933,CFA Coaching Services,0,S
261123,Hvac Air Balancing Service,,S
261639,Relfan Powder Coating Service,,S
261732,Acrylic Sheet Joint Fabrication Service,,S
262625,Aluminium Step Ladder Fabrication Service,,S
264975,Structural Work,,S
214579,Stone CNC Router Machine,2,P
214800,O General Duct AC,2,P
267618,Pipe Bending Fabrication Service,,S
215060,Coffee Harvester Machine,2,P
219292,Woven Sack Bag Sewing Machine,2,P
188570,Bar Interior Designers,0,S
189173,Bajaj Bikes,2,P
189542,Semi Automatic Chain Link Fencing Machine,2,P
189739,Hyundai Excavator,2,P
190205,Science Coaching Classes,0,S
190433,Metal Laser Marking Machine,2,P
192672,Mulcher,2,P
194850,Used Electric Oven,2,P
203558,Indef Electric Hoists,2,P
204293,Epson Home Theater System,2,P
205104,Kubota Excavator,2,P
205459,Zero B Water Softening Systems,2,P
205899,Kemppi Mig Welding Machine,2,P
208202,Sudhir Diesel Generator,2,P
275226,Ese La Tower Erection Service,,S
275525,Fiber Shed Steel Truss Work Service,,S
277286,4 7 Day 2D Graphic Designing Service,,S
442114,Tata High Speed Internet Service,0,S
443759,Educational Robot,2,P
650216,Caste Certificate,,S
650284,Farming,,S
651369,Four Side Moulder,2,P
652513,IFB Washing Machine Repair & Service,,S
652593,Volleyball Classes,,S
652973,ISO 17020,,S
654944,Dog Bathing Services,,S
656330,Kashmiri Embroidery Job Works,,S
350266,3Shape Trios Intraoral Scanner,2,P
1490,Plastic Packaging Machines,2,P
106078,Tent Card Printing Service,0,S
106878,Textile Conservation Work,0,S
114062,Grooving Services,,S
117841,Hydraulic Copy Turning Attachments,2,P
122297,GPRS Card Swipe Machine,2,P
122396,Locomotive Engine,2,P
122452,Nitrous Oxide Plant,2,P
123948,ECO Friendly Vehicles,2,P
126874,Vehicle Branding,0,S
132741,Photocopier Rental,2,S
133008,Elevator Traction Machine,2,P
136887,Sheet Fed Flexo Printing Machine,2,P
137161,Ovarian Drilling,,S
137313,Transfer Printing Services,0,S
139116,Silver Electroplating,,S
140968,Electro Hydraulic Operating Table,2,P
221214,Komori Offset Printing Machines,2,P
222335,Pensky Martens Apparatus,2,P
95233,Carved Dining Table,2,P
109932,Bale Clamp,2,P
111121,Skin Treatment Laser Machine,2,P
111458,Carbon Analyzer,2,P
113648,3D Elevation Service,0,S
203224,LG 4K TV,2,P
211860,Pharmalab Sterilizer,2,P
215460,Volvo Motor Grader Rental,,S
216339,Data Entry Operator Jobs,0,S
221226,Voltas Visi Cooler,2,P
264359,Mdf Board Laser Cutting Service,,S
267338,Itraconazole Medicine Third Party Manufacturing Service,,S
267612,Square Pipe Bending Service,,S
269600,Mechanical Profile Cutting,,S
270574,Ppgl Roofing Structure Fabrication Work,,S
270809,Name Plate Sheet Laser Cutting Service,,S
404738,Pile Integrity Testing Service,,S
368206,Sublimation Printing Fabric,,S
444700,Face Mask Printing Machine,2,P
652037,Pediatric PCD Franchise,,S
652681,Cycling Classes,,S
375664,Residential Architecture Designing Service,,S
383502,Civil Engineering Work Inspection,,S
655026,Nail Art and Extension Course,,S
656702,Ecom Express Courier,,S
658685,Bulk Gmail Accounts Service,,S
3347,Water Curtains,2,P
383445,Civil Construction Work Consultancy,,S
88,Burnishing Machines,2,P
270965,Textile Fabric Screen Printing Service,,S
362008,Premium Offset Printing Service,,S
650302,Onion Cutting Machine,2,P
650372,shiva test,,S
652178,Hindustani Classical Music Training,,S
652237,RO Rental Service,,S
652868,School Housekeeping Service,,S
274490,Floating Fish Feed Third Party,,S
275487,Gi Sheet Food Truck Body Fabrication,,S
275533,Shirt Sublimation Printing Service,,S
276724,Plastic Welding Fabrication Service,,S
277322,Civil Mechanical Structure 3D Scanning Service,,S
362026,Digital One Way Vision Printing Service,,S
229173,Pharmaceutical Tablet Third Party Manufacturing,,S
230657,Ssae 16 Audit Service,,S
315558,Bricklaying Construction Service,,S
407638,Plumbing Job Work,,S
37038,Soil Augers,2,P
44247,Overhauling Service,,S
44258,Stone Polishing,,S
44686,Paddle Mixer Machine,2,P
56238,Metal Leafing,,S
655429,Solar EV Charging Station,2,P
655808,Telescopic Boom Lift,2,P
658431,Bar Bending Machine Repair Service,,S
247,Forklift Trucks,2,P
117833,Gold Plating Process,,S
118268,ORS Packing Machine,2,P
119118,Car AC Compressor,2,P
126143,Bosch Scanner,2,P
134116,Transformer Oil Dehydrator,2,P
135767,Stack Emission Monitoring,0,S
136095,SS Fabrication,,S
137220,Plastic Bottle Making Machine,2,P
139757,Hard Chrome Plating Plant,2,P
142201,Stall Set Up Service,0,S
144122,Onion Transplanter,2,P
146140,Test Equipment Repair,,S
148457,Roto Seed Drill,2,P
148874,Water Tank Construction Services,0,S
149895,Dual Displacement Motor,2,P
12387,Flat Weight Bench,2,P
16980,Lat Machine,2,P
146807,Diamond Solitaire Ring,2,P
148026,Ceramic Batch Ball Mill,2,P
149706,Oil Testing Kit,2,P
151193,Juice Filling Machine,2,P
154276,Inclined Screw Conveyor,2,P
155967,Computerized Sewing Machine,2,P
160021,Mild Steel Silo,2,P
165844,Vehicle Side Steps,2,P
166684,Mobile Vans Advertisement Services,0,S
167607,Quantity Surveying Services,0,S
168127,Grills Fabrication Works,,S
25318,Dance Studios,,S
156401,Hydro Pulper,2,P
158012,Semi Electric Stacker,2,P
165912,High Speed Stirrer,2,P
166725,Perimetry Machine,2,P
168101,Fire Risk Assessment,0,S
168340,Energy Generation Services,,S
168448,Ocean Freight Consolidator,,S
168501,Room Partition Services,,S
169055,Vocational Education Service,0,S
169139,Ayurvedic Spa Services,0,S
169885,Aluminium Window Fabrication,,S
170041,Church Decorations Service,0,S
170115,Consumer Law Service,0,S
170189,Infrastructure Advisory Services,,S
170404,Dry Cargo Services,,S
171171,Vernier Calipers Calibration,0,S
171195,Windows Cleaning Service,0,S
171282,Appliance Maintenance Services,,S
171512,DTP Job Work,0,S
171666,Online Content Development,0,S
171720,Enterprise Computing Services,0,S
171825,Home Theater Installation Services,,S
172077,Precision Air Conditioners,2,P
172151,Marketing Support Service,0,S
172427,Post Commissioning Service,,S
656531,Stand-up India Loan,,S
659205,Himachal Tour Packages,,S
172462,Quality Assessment Services,,S
172597,Acidity Treatment Service,0,S
172656,Shop Drawing Services,0,S
172940,Responsive Customer Service,,S
173113,HDPE Bag Printing,,S
173236,Technology Selection Service,,S
173384,Horoscope Analysis Services,0,S
173426,International Trading Service,,S
173431,Lidar Data Processing,0,S
173435,Lung Cancer Treatment,0,S
173450,Laboratory Accreditation Services,0,S
173524,Etiquette Training Services,0,S
173620,Control System Design,0,S
173771,Electrical Infrastructure Development,0,S
442146,TATA VoIP Services,,S
101731,Mobile Oil Cleaning System,2,P
102123,RO System Service,,S
106396,Gasoline Auger Drill,2,P
107145,Painting Conservation Work,0,S
110580,Electric Massage Table,2,P
114266,Waste Tyre Recycle Plant,2,P
116968,Real Estate Projects Cooperation,0,S
121184,Laser Job Work Services,,S
123879,Embroidery Lace Work,0,S
127427,Wrought Iron Powder Coating,,S
127539,Payroll Process Outsourcing,0,S
133916,Shawarma Machine,2,P
137311,Textile Decoration Services,,S
211217,Logitech Computer Speakers,2,P
2308,Progressive Dies,2,P
2334,Hydroforming Services,,S
3113,AC Alternators,2,P
5060,Plate Filters,2,P
6889,Electroplating Rectifiers,2,P
10123,Industrial UPS Systems,2,P
10816,Hydraulic Baling Press,2,P
137964,Microbrewery Equipment,2,P
139717,Tandoor Oven,2,P
142321,Creative Writing Services,0,S
143164,Tank Lining Services,,S
144205,Transformer Oil Reclamation,2,P
148351,Plastic Pyrolysis Plant,2,P
148402,Tilting Pan,2,P
149858,Sand Siever,2,P
180267,Electrical Instrumentation Service,,S
182565,Incontinence Treatment,0,S
183877,Diesel Lawn Mower,2,P
184945,Sony LCD Television,2,P
185628,Designer Bed Linen,,S
190271,Vacuum Pan,2,P
190745,Wadding Machine,2,P
191042,Concrete Placer,2,P
656688,Millet Dehuller,2,P
191957,ECG Machine Repair,,S
192153,WooCommerce Development,,S
192488,Ape Auto,2,P
192758,Diagnostic Imaging Accessories,2,P
193643,Greaves Cotton Diesel Generator,2,P
194508,Vishwakarma Thresher,2,P
203156,Genus Solar Inverter,2,P
148706,Wire Enamelling Plant,2,P
148755,3D Posters,,S
217590,Thermax Waste Management Services,,S
220184,Siemens Soft Starters,2,P
221098,MRI Machine Maintenance Services,,S
223216,Machine Tending Robots,2,P
224492,PVC Garden Pipe Making Plant,2,P
227325,Iso 22000 Certification Service,,S
227451,Residential Building Construction Service,0,S
230349,Invt Drive Ac Dc Drive Repair Service,,S
230423,Atlas Copco Air Compressor Maintenance Service,,S
230548,Samsung Digital Signage Annual Maintenance Contract Service,,S
231596,Nbfc Registration,,S
231933,Five Speaker Tft Digital Classroom Solution,,S
231981,Sterifume Service,,S
232071,Ayurvedic Medicine Drug Testing Service,,S
383464,Commercial Civil Contractor Service,,S
652508,Samsung Washing Machine Repair & Service,,S
652688,Weightlifting Training,,S
652854,ISO 27018 Certification,,S
652874,Blanket Dry Cleaning Service,,S
653049,Healthcare Certification,,S
2129,Sheet Metal Fabrication,,S
2350,Foam Fabrication Services,,S
3651,Cement Plant Machinery & Parts,2,P
7656,Sound Control System,2,P
8348,Plastic Extrusion Services,,S
9778,Magnetic Separators,2,P
12779,Diamond Bracelets,2,P
19684,Thermal Label Printer,2,P
22100,Architectural Accents,0,S
23469,Blast Freezers,2,P
24385,Color Inkjet Printer,2,P
147084,Pneumatic Flow Control Gate,2,P
147607,Key Way Attachment Vice,2,P
149623,Anodised Name Plate,,S
151283,Underwater Engineering Works,,S
151560,Generator Erection Service,,S
158821,Petrol Engine Water Pump,2,P
161313,Stainless Steel Buffing Services,,S
163168,Sheet Coating services,,S
164614,Digital Copier Rental Services,,S
166233,Dough Ball Cutting Machine,2,P
167927,Blog Marketing Service,0,S
168096,Data Maintenance Services,,S
168388,Interactive Multimedia Presentation Services,,S
168554,Toy Testing Services,0,S
168583,Web Multimedia Solutions,,S
168763,ATM Management Service,,S
169116,Alternate Investments Service,0,S
169495,Online Rail Ticketing Services,0,S
169646,Skilled Labour Service,0,S
169865,Advance SEO Training,,S
238573,Sky Engineering,,S
238983,Cricket Pitch Fabrication Work,,S
238985,Metal Fabricator Service,,S
239072,Hand Work Fabric Service,,S
239792,Exclusive Flower Decoration,,S
242469,Pan Card Software Development Service,,S
23645,Building Maintenance,0,S
27029,Dredge Pumps,2,P
27136,EDM Drilling Machine,2,P
31937,Membership Organizations,0,S
34562,Passenger Lifts,2,P
37236,Slot Machines,2,P
38416,Tabbing Machines,2,P
39237,Substation Works,,S
39576,Tennis Courts,0,S
41678,Fuel Ethanol Plant,2,P
42077,Steel Structure Designing,0,S
42860,Media Preparator,2,P
42947,PCB Repairing,,S
170506,Food Safety Certification,0,S
170767,Roofing Dome Fabrication,0,S
170905,Strategic Alliance Services,0,S
171068,Technical Documentation Service,0,S
171274,Analytics Consulting Services,,S
171305,Automotive Engineering Service,,S
171367,Cathodic Electro Deposition,,S
171421,Conference Room Acoustic,0,S
171427,Contemporary Manufacturing Services,,S
171647,MS Ducting Fabrication Services,,S
171729,Environment Planning Services,0,S
171794,Gas Cylinder Testing Services,2,S
171841,Industrial Plant Modeling Services,,S
171846,Information Integration Services,,S
172133,Machine Tool Fabrication,,S
172197,Job Consultation Service,0,S
172218,Laser Skin Resurfacing,0,S
172251,Machine Refurbishment Service,,S
172366,Optical Coherence Tomography,0,S
172407,Pipe Fitting Services,0,S
172454,Product Visualization Services,,S
172681,Social Compliance Audit,0,S
172743,Supplier Relationship Management,0,S
172774,Technology Business Incubation,,S
172784,Temperature Controlled Warehousing,0,S
172834,Venture Consultancy Service,,S
173012,Building Erection Works,,S
173111,Foam Banner Printing,0,S
173396,Industrial Flooring Services,,S
173554,Environmental Product Testing,0,S
173769,Effluent Water Treatment,,S
173956,Data Destruction Services,0,S
173989,Color Coating Services,,S
174315,Vertical Blind Services,,S
174350,Sheet Metal Laser Cutting,,S
174373,Corporate Goods Shifting Service,0,S
174471,Bespoke Website Design Services,,S
175105,E Business Architecture Service,,S
175248,Video Surveillance System Services,0,S
175514,Mobile Repairing Training Services,0,S
175845,Safety Equipment Installation Services,,S
176109,RO Water Purifiers AMC,,S
176467,Sexologist Services,0,S
176687,Content Filtering Services,0,S
176701,Datacenter Services,0,S
176923,Tankering Services,,S
177873,Mobile X Ray Stand,2,P
178569,JCB Machine,2,P
178609,DMC Moulding,2,P
180321,Whatsapp Marketing,0,S
180381,JCB Excavator,2,P
182303,Pneumatic Bag Sealers,2,P
183715,HMI Programming Service,0,S
187633,Audiometry Service,0,S
188783,Backhoe Loader Rental,,S
262142,Wrought Iron Fabrication Service,,S
262797,Tool Laser Engraving Service,,S
267327,Sultamicillin Tablet Third Party Manufacturing,,S
269162,Stainless Steel Clip Power Press Work,,S
269354,Precision Spring Job Work,,S
273053,Brass Stainless Steel Fabrication Service,,S
274458,Herbal Third Party Manufacturing Service,,S
342771,Veterinary Franchise Pcd Monopoly Right,,S
342793,Veterinary Pharma Pcd Right Franchise,,S
350929,Designer Digital Printing Service,,S
659603,Retail Food Chain Fumigation,,S
5603,Cassette Recorder,2,P
141800,Crystal Mandap,2,P
142313,Switchgear Repair Services,,S
145435,Autoconer,2,P
146390,Laboratory Building,,S
148390,Steel Pressure Vessels,2,P
148492,Tilting Boiling Pan,2,P
152104,Web Based Data Collection Services,,S
157503,Access Control Turnstile,2,P
163322,Shrinkage Tester,2,P
233648,Generic Medicine Distributor Service,,S
233719,Abb Plc Repair Service,,S
233874,Layer Farming 10000 Bird Project Report Service,,S
234280,Polymer Rubber Testing Service,,S
234626,Sap C4C Network Server Rental Service,,S
234787,Instagram Service,,S
234847,Spm Mechanical Automation,,S
235038,Dp Testing Facility,,S
238955,Steel Sign Board Fabrication Work,,S
250682,Electrical Autocad Designing Service,,S
250697,Autocad Drafting Heavy Machine Designing,,S
250717,Detail Design Production Drawing,,S
416131,Industrial Renovation Service,,S
417008,Bitumen Road Work,,S
30818,Impedance Analyzer,2,P
31582,Laser Shaft Alignment System,2,P
32877,Nozzle Tester,2,P
33028,Oil Recycling Equipment,2,P
36137,Real Estate Schools,,S
36229,Recreational Baseball,,S
37470,Speech Pathologists,,S
41679,Grease Plant,2,P
41747,Mechanical Project Works,0,S
42445,Home Health Equipment Rental,0,S
43011,Photogrammetry Services,0,S
43026,Needle Work,0,S
44806,Glass Lined Reactors,2,P
68620,Diamond Belt,2,P
85194,Flash Point Apparatus,2,P
86123,Security Guard Service,,S
87930,Color Printing Service,,S
87997,Refinery Plant,2,P
88500,Article Writing Service,0,S
95700,Circular Lifting Magnet,2,P
101909,Transport Insurance,,S
105660,Religious Banner,,S
169578,Railway Logistics Services,0,S
169743,Two Wheeler Loan,0,S
170116,Consumer Products Research,0,S
170390,Distribution Board Services,,S
170408,DVD Duplication Services,0,S
170598,Pamphlets Design Service,0,S
170633,Pigeon Control Services,0,S
170649,Point Fixed Glazing Service,,S
171051,LAMP Programming Services,,S
171149,Turbine Oil Purification,,S
171172,Vessel Agency Services,0,S
171851,Inkjet Printing Service,0,S
172013,Safety Measures Service,0,S
172586,Commercial Property Development,0,S
172644,Services Management Consulting,0,S
173166,Railway Infrastructure Development,0,S
173254,Solar Energy Audits,0,S
173271,Recruitment Strategy Services,,S
173295,Simultaneous Language Interpretation,,S
173451,IT Recruitment Consultancy,0,S
173535,Cable Management Solutions,,S
174099,Back Office Transaction Processing,,S
174301,Energy Meter Calibration,,S
174500,Face Painting Services,0,S
174522,Flying Training Services,,S
175059,Biomass Briquetting Plant,2,P
175189,Enterprise IT Architecture Services,,S
175199,Software Test Automation Service,,S
175280,Bending Sheet Metal Fabrication,,S
176155,Asset Management Software Development Service,,S
176390,Hormone Testing,0,S
176430,Lift Branding,,S
176539,Pub Services,0,S
177714,Bitumen Filling Machine,2,P
177726,HVAC Training,0,S
179288,IVF Incubator,2,P
181456,Acrylic LED Signages,,S
185469,Bangle Grooving Machine,2,P
106903,Marine Cargo Surveyor,,S
204130,Amaron Home Inverter,2,P
213495,Ferrite Meter,2,P
214790,Panasonic Tower AC,2,P
215488,TIL Wheel Loaders Rental,,S
219304,Stayfit Treadmill,2,P
187230,Pipeline Welding Services,,S
187283,Mix Bed Plant,2,P
188407,Bose Home Theater System,2,P
259755,Glass Glazing Work Service,,S
223042,Wooden Pallet Rental Service,,S
260119,Grit Blasting Services,,S
168709,CRM Implementation Services,0,S
168810,Coiled Tubing Service,0,S
168924,Internal Auditor Training Service,0,S
169080,Geyser Fountain,2,P
169262,Cylinder Repair Service,,S
169656,Solution Architecture Services,,S
169682,Studio Photography Service,0,S
170889,Steel Furniture Fabrication Service,0,S
171545,Oscommerce Design Integration,,S
171645,MS Door Fabrication Services,,S
171727,Enterprise Reporting Solutions,,S
171913,Industrial Roofing Services,,S
172261,Map Making Services,,S
172574,CNC Router Servicing,,S
172645,Services Market Surveys,,S
173077,Body Shaping Service,0,S
173154,Revenue Accounting Service,0,S
173190,Plastic Flow Simulation,0,S
173617,Contract Programming Services,,S
174022,Keyboard Music Class,0,S
174360,Wire Mesh Fabrication,,S
174568,Metal Product Designing,,S
174657,Glass Glazed Partition Services,,S
174919,Information Architecture Services,,S
175223,Selling Skills Training Service,0,S
175329,Drainage Pumps Repairing Service,,S
175553,3D Short Films Service,0,S
175676,ETP Operation Maintenance Services,,S
176201,Bill Of Quantities Preparation,0,S
176306,Database Verification,0,S
176736,Markup Services,0,S
36566,Room Decoration,,S
1724,Spinning Machinery,2,P
5653,Oxygen Concentrator,2,P
17405,Marquee Tent,2,P
119017,Ferro Alloy Plant,2,P
121377,Subsoiler,2,P
126872,Upright Bike,2,P
127433,Service Tax Registration,,S
135995,Flue Gas Cleaning System,2,P
136039,Branding Design Services,0,S
138278,Gel Documentation System,2,P
139549,Clutch Controller,2,P
141675,Metal Detecting Machine,2,P
142253,Rapid Door,2,P
143685,Micro Kernel Development,,S
165179,MIG Welding Services,0,S
237394,Electrical Billing Sorting Consultancy Service,,S
179822,Apple iPhone,2,P
260301,Chrome Cobalt Plating Service,,S
38107,Spot Welding Robots,2,P
41677,Biofuel Plant,2,P
42743,Modular Concrete Mixing Plant,2,P
42809,Breaker Panels,2,P
43097,Efficiency Auditing,0,S
43808,Industrial Cleaning Services,,S
44241,ECG Service,0,S
44752,Paper Bag Making Machine,2,P
172406,Pipe Cutting Services,,S
172434,Power Flow Analysis,,S
172556,Custom Synthesis Service,0,S
172721,Steel Transport Service,,S
172723,Stepper Motor Repair,,S
172736,Structural Testing Service,0,S
172750,Survey Report Services,0,S
172796,Toilet Designing Services,,S
173280,Start-Up Commissioning Service,,S
173469,Independent Inspection Services,,S
173547,Erection Drawing Services,,S
173857,Breast Implant Surgery,0,S
174742,Organizational Consultant Service,,S
175038,Temporary Furnace Heat Treatment,,S
175142,Damp Waterproofing Services,0,S
175358,Data Logger Calibration Service,0,S
175761,Paver Block Flooring Services,,S
175788,Equipment Layouts Preparation,0,S
175805,Network Design Consulting Services,0,S
176065,Impact Testing Machine Calibration,0,S
176525,Welding Automation,0,S
176643,Bunkering Service,0,S
176943,Trailer Fabrication,,S
181038,RSS Feed Submission,0,S
182666,Digital Printing Machine,2,P
183194,Cafe Coffee Day Automatic Coffee Maker,2,P
238694,Tron Act Event Management Service,,S
238696,Event Planning Service,,S
238764,Octanorm Exhibition Stall Fabrication Service,,S
324615,Hitachi Pressure Washer,2,P
328285,Architectural Model 3D Printing Service,,S
262806,Laser Job Work Service Cr Sheet Blank,,S
262869,Led Bulb Laser Marking Service,,S
264985,Sheet Metal Fabrication Contractor,,S
185337,Square cooling tower,2,P
270840,Milk Truck Tank Fabrication Service,,S
270924,Scale Engineering Model,,S
271432,Poultry Farm Shed Fabrication Service,,S
274465,Veterinary Third Party Manufacturing,,S
274546,Coenzyme Q10 Liquid Third Party,,S
275492,Tempo Truck Body Container Fabrication Service,,S
145170,Rapid Chloride Penetration Test,2,P
145205,RCC Drilling Services,,S
145456,Die Face Cutter,2,P
356958,Indoor Retail Shop Branding Service,,S
358901,Film Related Magazine Printing,,S
208856,Ballbar Testing,,S
208867,Hair Fixing,,S
215416,Atlas Excavator Rental,,S
215461,XCMG Motor Grader Rental,,S
216027,INDEF Hoist,2,P
219033,Hadeco Doppler Machine,2,P
220995,Retail Exhibition Service,,S
221230,Haier Visi Cooler,2,P
221253,Sonalika Rotavator,2,P
221804,Marble Ram Sita Statue,2,P
362902,Paper Roll Printing Service,,S
189481,Tractor Backhoe,2,P
190187,Sarod,2,P
190355,APP Membrane Waterproofing Service,0,S
203228,TCL 4K TV,2,P
268744,Hydraulic Cylinder Chrome Powder Coating Service,,S
274455,Agarbatti Box Third Party,,S
274478,Third Party Papad,,S
268748,Manual Door Elevator Powder Coating Service,,S
347061,Auto Rickshaw Announcement Advertising Service,,S
343603,Rain Water Harvesting Consultant,,S
345652,Commercial Ad Film Service,,S
151471,Control System Engineering Services,,S
152551,Tractor Mounted Sprayers,2,P
